Shipment_ID,Origin_Name,Origin_Lat,Origin_Lon,Destination_Name,Destination_Lat,Destination_Lon,Transport_Mode,Distance_KM,Base_Cost_USD,Transit_Days,Delay_Days,CO2_Emissions_Tons,Weather_Condition,Geopolitical_Risk,Port_Congestion_Index
GLOBAL-EXP-10428,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Road Freight,13056.89,37252.92,13.6,6.7,2.26,Severe Typhoon,Low,4.9
GLOBAL-EXP-10429,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,3870.78,21379.19,3.4,0.0,3.59,Clear,Low,7.6
GLOBAL-EXP-10430,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Road Freight,16438.61,48446.96,18.6,0.0,3.2,Clear,Low,9.4
GLOBAL-EXP-10431,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,8573.71,45791.09,4.0,0.0,7.86,Clear,Low,3.3
GLOBAL-EXP-10432,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Air Freight,3899.35,23282.42,1.9,0.0,3.56,Clear,Low,6.4
GLOBAL-EXP-10433,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Road Freight,5568.99,20243.52,9.8,0.0,1.11,Minor Storm,Medium,6.1
GLOBAL-EXP-10434,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Road Freight,17515.58,53608.25,18.0,4.4,2.93,Heavy Snow,Low,7.2
GLOBAL-EXP-10435,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,4206.16,14281.57,9.1,4.6,0.84,Heavy Snow,Low,9.1
GLOBAL-EXP-10436,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Air Freight,5344.95,24731.26,2.6,0.0,5.33,Minor Storm,Low,8.6
GLOBAL-EXP-10437,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Rail Freight,14190.14,41687.88,15.8,0.0,1.51,Clear,Low,1.2
GLOBAL-EXP-10438,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Air Freight,2522.54,13151.02,2.1,0.0,2.35,Minor Storm,Low,6.9
GLOBAL-EXP-10439,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Sea Freight,5583.72,5401.69,24.7,4.4,0.29,Severe Typhoon,Medium,7.2
GLOBAL-EXP-10440,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,15338.3,54590.13,17.2,0.0,2.79,Clear,Low,3.3
GLOBAL-EXP-10441,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,10604.53,30345.17,11.7,0.0,1.89,Minor Storm,Low,6.0
GLOBAL-EXP-10442,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Road Freight,4691.26,17090.86,8.1,0.0,0.82,Clear,Low,5.5
GLOBAL-EXP-10443,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,2803.43,3154.5,19.2,0.0,0.14,Clear,Medium,3.6
GLOBAL-EXP-10444,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,8855.33,49565.43,3.8,0.0,8.23,Clear,Low,8.5
GLOBAL-EXP-10445,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Air Freight,14290.05,75033.0,3.7,0.0,13.57,Clear,Low,5.9
GLOBAL-EXP-10446,Shanghai Port,31.2304,121.4737,Rotterdam Hub,51.9244,4.4777,Air Freight,2628.31,12899.74,1.3,0.0,2.88,Clear,Low,9.7
GLOBAL-EXP-10447,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Sea Freight,15126.83,16766.6,30.9,0.0,0.74,Clear,Medium,6.6
GLOBAL-EXP-10448,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,12552.1,69439.05,2.8,0.0,13.65,Clear,Low,2.6
GLOBAL-EXP-10449,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Rail Freight,16671.07,48872.06,16.8,0.0,1.95,Clear,Low,5.0
GLOBAL-EXP-10450,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,3603.93,16307.38,2.8,0.0,3.68,Clear,Low,2.5
GLOBAL-EXP-10451,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,6873.64,21504.28,11.0,10.4,0.74,Minor Storm,High (Suez Crisis),9.3
GLOBAL-EXP-10452,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,2458.44,8010.15,4.1,0.0,0.49,Clear,Low,3.8
GLOBAL-EXP-10453,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,2100.12,5419.26,5.9,0.0,0.4,Clear,Low,7.8
GLOBAL-EXP-10454,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,8817.94,26443.56,14.9,0.0,0.94,Clear,Low,3.0
GLOBAL-EXP-10455,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Sea Freight,2808.95,3478.94,17.8,0.0,0.13,Clear,Low,4.0
GLOBAL-EXP-10456,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,7350.42,22146.4,10.2,0.0,1.27,Clear,Low,6.1
GLOBAL-EXP-10457,Ambarli Port (Istanbul),40.9681,28.6946,Rotterdam Hub,51.9244,4.4777,Rail Freight,13742.49,33200.07,16.2,5.4,1.43,Severe Typhoon,Low,8.4
GLOBAL-EXP-10458,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Rail Freight,12264.07,28352.0,17.6,0.0,1.56,Minor Storm,Low,3.7
GLOBAL-EXP-10459,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,14648.33,31777.04,17.5,0.0,1.51,Minor Storm,Medium,1.4
GLOBAL-EXP-10460,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Rail Freight,6330.3,13277.66,14.2,0.0,0.66,Clear,Low,9.9
GLOBAL-EXP-10461,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Air Freight,10113.32,55186.89,4.2,0.0,10.66,Clear,Medium,4.9
GLOBAL-EXP-10462,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Air Freight,15609.19,74959.91,4.8,0.0,16.2,Clear,Low,8.4
GLOBAL-EXP-10463,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,6057.35,18851.88,9.0,0.0,1.05,Minor Storm,Low,6.9
GLOBAL-EXP-10464,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Rail Freight,3645.48,7841.96,12.3,0.0,0.44,Clear,Medium,8.6
GLOBAL-EXP-10465,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Air Freight,14253.26,86744.58,2.8,15.3,13.91,Severe Typhoon,High (Suez Crisis),5.2
GLOBAL-EXP-10466,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Sea Freight,5499.42,4630.3,18.8,0.0,0.28,Minor Storm,Medium,8.6
GLOBAL-EXP-10467,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,11506.27,12518.39,26.3,9.0,0.52,Heavy Snow,Low,8.3
GLOBAL-EXP-10468,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Rail Freight,10770.32,23797.85,13.7,0.0,1.29,Minor Storm,Low,9.7
GLOBAL-EXP-10469,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,2394.95,7116.77,6.2,0.0,0.49,Clear,Low,2.1
GLOBAL-EXP-10470,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Air Freight,13435.5,66371.78,3.7,0.0,13.97,Clear,Low,9.1
GLOBAL-EXP-10471,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Sea Freight,11299.13,11045.4,35.5,0.0,0.52,Minor Storm,Low,9.3
GLOBAL-EXP-10472,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,13660.45,32624.38,17.4,0.0,1.59,Clear,Low,4.1
GLOBAL-EXP-10473,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,9983.54,29089.44,13.9,6.3,1.94,Severe Typhoon,Low,3.7
GLOBAL-EXP-10474,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Sea Freight,6071.7,4912.18,25.7,0.0,0.32,Minor Storm,Low,9.6
GLOBAL-EXP-10475,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Sea Freight,8144.68,10314.32,35.0,0.0,0.38,Clear,Medium,4.5
GLOBAL-EXP-10476,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Road Freight,17797.38,54768.49,19.0,0.0,3.64,Clear,Low,10.0
GLOBAL-EXP-10477,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,7092.87,8102.36,31.8,0.0,0.36,Clear,Low,7.3
GLOBAL-EXP-10478,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,13094.75,44663.52,15.9,0.0,2.67,Clear,Low,5.5
GLOBAL-EXP-10479,Shenzhen Port,22.5431,114.0579,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,14279.98,14498.05,35.2,0.0,0.76,Minor Storm,Low,3.1
GLOBAL-EXP-10480,Ambarli Port (Istanbul),40.9681,28.6946,Port of Los Angeles,33.7423,-118.2705,Road Freight,9655.86,31490.0,12.2,4.5,1.63,Heavy Snow,Low,1.9
GLOBAL-EXP-10481,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,6730.64,20993.23,12.1,0.0,0.73,Clear,Low,4.6
GLOBAL-EXP-10482,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Sea Freight,14958.79,24398.66,39.7,16.4,0.73,Minor Storm,High (Suez Crisis),5.2
GLOBAL-EXP-10483,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Air Freight,17065.23,90353.07,4.6,0.0,18.51,Minor Storm,Low,9.8
GLOBAL-EXP-10484,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Air Freight,8335.0,46962.54,3.0,0.0,8.19,Clear,Low,9.4
GLOBAL-EXP-10485,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Rail Freight,7530.0,22431.29,12.4,0.0,0.77,Clear,Low,2.5
GLOBAL-EXP-10486,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Road Freight,7675.66,23187.51,8.9,7.3,1.57,Heavy Snow,Low,4.5
GLOBAL-EXP-10487,Singapore Port,1.3521,103.8198,Rotterdam Hub,51.9244,4.4777,Road Freight,9286.13,28224.72,12.7,0.0,1.59,Clear,Low,2.8
GLOBAL-EXP-10488,Shenzhen Port,22.5431,114.0579,Hamburg Hub,53.5511,9.9937,Sea Freight,8423.39,8732.18,22.4,0.0,0.41,Minor Storm,Low,2.5
GLOBAL-EXP-10489,Shanghai Port,31.2304,121.4737,Port of Los Angeles,33.7423,-118.2705,Rail Freight,2671.43,6508.59,7.3,0.0,0.28,Minor Storm,Low,3.3
GLOBAL-EXP-10490,Ambarli Port (Istanbul),40.9681,28.6946,Hamburg Hub,53.5511,9.9937,Road Freight,16528.3,49836.23,17.0,0.0,2.83,Clear,Low,2.4
GLOBAL-EXP-10491,Singapore Port,1.3521,103.8198,Frankfurt Logistics Hub,50.1109,8.6821,Road Freight,7105.98,22105.91,9.9,0.0,1.24,Minor Storm,Low,3.8
GLOBAL-EXP-10492,Shenzhen Port,22.5431,114.0579,Port of Los Angeles,33.7423,-118.2705,Road Freight,6433.11,23951.39,7.9,0.0,1.31,Minor Storm,Medium,9.7
GLOBAL-EXP-10493,Shanghai Port,31.2304,121.4737,Hamburg Hub,53.5511,9.9937,Air Freight,9512.3,48835.99,4.2,0.0,8.58,Minor Storm,Medium,9.1
GLOBAL-EXP-10494,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Road Freight,17720.34,46285.03,20.0,5.1,3.15,Heavy Snow,Low,5.0
GLOBAL-EXP-10495,Ambarli Port (Istanbul),40.9681,28.6946,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,5028.54,5639.67,27.6,0.0,0.27,Clear,Low,8.5
GLOBAL-EXP-10496,Singapore Port,1.3521,103.8198,Hamburg Hub,53.5511,9.9937,Rail Freight,7649.65,22640.96,12.9,0.0,0.95,Minor Storm,Low,6.7
GLOBAL-EXP-10497,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Sea Freight,15860.68,14516.33,36.1,0.0,0.72,Clear,Low,5.3
GLOBAL-EXP-10498,Shenzhen Port,22.5431,114.0579,Rotterdam Hub,51.9244,4.4777,Air Freight,14219.08,75149.27,3.2,0.0,14.69,Clear,Low,1.7
GLOBAL-EXP-10499,Shanghai Port,31.2304,121.4737,Frankfurt Logistics Hub,50.1109,8.6821,Rail Freight,5906.59,16051.8,10.9,0.0,0.74,Clear,Medium,9.6
GLOBAL-EXP-10500,Singapore Port,1.3521,103.8198,Port of Los Angeles,33.7423,-118.2705,Road Freight,10091.15,26041.76,10.7,0.0,1.93,Minor Storm,Low,6.1
